Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
44,Male,Married,Finance,Analyst,1,8242.0,51,25,1,2,4.0,5.0,1,84,Yes,6,35,19,1,2,1,4,3,Yes
34,Male,Divorced,Marketing,Analyst,1,3786.0,99,1,13,9,,5.0,2,0,Yes,4,41,1,2,2,4,28,4,No
48,Female,Married,,Manager,3,5549.0,22,6,5,7,2.0,1.0,2,42,No,1,35,0,4,4,4,13,3,No
27,Female,Divorced,Sales,Assistant,2,8665.0,77,13,1,2,1.0,1.0,2,86,Yes,1,40,4,1,2,1,41,3,No
56,Female,Married,HR,Manager,2,8772.0,25,11,3,7,4.0,4.0,3,62,No,1,50,1,1,3,2,12,1,No
52,Female,Single,HR,Manager,2,,72,24,3,4,4.0,1.0,2,28,Yes,5,48,9,2,2,1,33,2,No
41,Male,Single,IT,Analyst,1,18159.0,48,20,6,0,4.0,2.0,2,64,No,5,32,12,3,2,3,37,2,No
24,Male,Divorced,HR,Manager,5,5337.0,53,26,4,1,2.0,1.0,4,91,Yes,7,35,15,3,1,2,17,1,No
58,Male,Married,Marketing,Executive,3,4816.0,30,25,8,6,2.0,1.0,2,38,Yes,8,51,12,1,2,4,3,2,Yes
37,Female,Single,HR,Analyst,2,13346.0,85,20,3,0,2.0,2.0,2,7,Yes,8,52,4,2,1,2,27,2,No
57,Male,Single,HR,Executive,5,4802.0,18,20,8,1,3.0,3.0,3,51,Yes,1,53,13,3,3,3,6,3,No
56,Male,Married,HR,Analyst,4,4810.0,60,12,13,0,4.0,2.0,3,34,Yes,7,55,17,4,1,3,12,3,No
49,Male,Divorced,,Analyst,1,14184.0,36,14,12,9,1.0,5.0,1,48,Yes,1,58,18,3,2,1,45,1,No
50,Female,Divorced,Sales,Analyst,4,9429.0,85,9,7,6,4.0,5.0,1,22,No,6,52,10,2,2,1,17,4,No
29,Female,Divorced,Finance,Assistant,1,16861.0,27,13,2,1,3.0,5.0,3,81,Yes,3,58,6,3,3,3,40,1,No
34,Male,Single,,Analyst,3,14022.0,96,4,12,9,4.0,3.0,3,51,No,8,57,8,4,2,1,19,2,No
37,Male,Married,IT,Executive,4,3727.0,56,9,13,2,2.0,3.0,3,83,No,3,48,17,2,4,2,4,1,No
42,Female,Single,IT,Analyst,3,15626.0,48,1,14,6,4.0,,1,7,No,7,46,8,1,4,3,38,4,No
52,Female,Single,Marketing,Analyst,3,7877.0,27,8,8,0,1.0,,2,33,Yes,8,42,14,4,1,3,18,2,No
35,Female,Single,Sales,Manager,3,11049.0,43,2,1,3,4.0,4.0,2,82,Yes,1,35,8,3,1,4,38,1,No
57,Female,Single,HR,Analyst,4,14088.0,61,24,9,6,2.0,4.0,3,80,No,4,50,0,2,4,2,7,1,No
54,Male,Married,Marketing,Analyst,4,15039.0,83,21,7,1,4.0,3.0,1,55,Yes,2,54,15,1,2,2,24,4,No
53,Female,Single,Finance,Analyst,4,7172.0,25,13,6,3,,3.0,3,63,Yes,4,34,2,2,4,1,36,4,No
47,Male,Single,Sales,Analyst,2,10894.0,77,13,8,8,3.0,4.0,1,90,Yes,3,37,14,4,1,4,45,2,No
21,Female,Divorced,Sales,Analyst,3,5652.0,65,1,14,6,3.0,1.0,2,81,Yes,7,49,17,1,3,3,45,4,No
49,Male,Single,Marketing,Analyst,2,15142.0,74,1,9,2,3.0,1.0,2,0,Yes,7,59,3,1,3,2,24,2,No
32,Male,Married,IT,Assistant,1,,61,29,13,2,4.0,3.0,4,95,Yes,7,48,5,4,2,3,19,3,No
35,Female,Single,Sales,Executive,4,,18,6,8,3,4.0,1.0,3,83,Yes,6,41,19,3,2,4,36,2,Yes
24,Male,Married,IT,Assistant,5,16463.0,21,16,6,3,3.0,4.0,2,67,No,3,52,11,1,3,1,19,2,No
47,Male,Married,Sales,Executive,1,4404.0,45,17,4,7,3.0,,3,39,Yes,7,32,9,4,3,2,23,3,Yes
58,Male,Married,Sales,Assistant,3,6511.0,95,13,9,5,2.0,2.0,4,28,No,7,36,2,3,2,3,15,1,Yes
39,Female,Divorced,Sales,Analyst,3,13560.0,88,18,8,5,2.0,3.0,1,4,Yes,2,37,10,4,2,3,21,4,No
43,Female,Divorced,Finance,Assistant,2,19912.0,44,27,8,7,1.0,5.0,3,35,No,7,41,15,4,1,3,44,1,No
46,Female,Single,IT,Executive,4,12059.0,43,3,3,7,2.0,1.0,4,24,Yes,4,33,2,2,2,4,18,2,No
49,Male,Single,Finance,Manager,4,3740.0,95,15,10,7,4.0,,1,69,Yes,2,48,1,4,1,1,22,4,No
46,Male,Single,IT,Manager,1,,57,27,9,0,3.0,4.0,3,76,Yes,2,31,15,1,4,3,47,4,No
45,Male,Married,Finance,Analyst,1,6416.0,99,27,14,7,1.0,3.0,3,80,Yes,7,50,4,4,2,3,24,2,No
26,Male,Married,Finance,Analyst,1,,36,2,7,4,3.0,4.0,1,29,No,9,58,3,2,3,3,11,3,No
57,Female,Married,Finance,Executive,5,,62,25,1,2,3.0,3.0,2,38,Yes,2,43,0,3,4,3,11,3,No
24,Male,Single,Marketing,Manager,5,19152.0,62,26,2,6,3.0,3.0,1,75,Yes,9,48,6,3,4,1,44,2,No
42,Male,Single,Finance,Analyst,3,11624.0,71,28,11,1,4.0,2.0,3,23,Yes,3,36,16,2,2,2,29,1,No
47,Male,Single,Sales,Assistant,3,17292.0,36,6,2,9,2.0,1.0,4,3,Yes,6,54,17,2,4,2,6,2,No
53,Female,Single,HR,Assistant,3,17715.0,41,25,1,9,2.0,,2,2,Yes,3,47,13,2,3,2,28,2,No
34,Male,Divorced,Finance,Manager,4,9540.0,77,21,1,5,2.0,,1,77,No,4,34,1,3,3,4,22,2,No
51,Female,Divorced,HR,Executive,3,,18,20,4,3,4.0,,1,30,No,3,34,9,4,2,3,2,2,No
45,Female,Divorced,HR,Analyst,2,,95,28,7,0,2.0,4.0,2,16,No,9,36,4,4,2,3,33,3,No
50,Male,Single,Sales,Analyst,1,18318.0,17,14,6,5,3.0,5.0,4,58,Yes,7,52,10,1,2,3,23,1,No
38,Male,Divorced,HR,Analyst,4,6842.0,95,18,13,2,4.0,2.0,4,62,Yes,1,34,2,4,2,2,26,1,No
28,Male,Divorced,HR,Manager,5,13229.0,54,4,12,3,,,2,7,No,6,50,11,1,3,3,6,2,No
48,Male,Single,HR,Assistant,1,7783.0,97,8,7,3,,2.0,4,24,No,4,53,17,1,2,2,5,1,No
58,Female,Divorced,IT,Executive,3,12661.0,96,2,12,7,4.0,5.0,1,10,Yes,8,45,11,3,1,1,17,4,No
23,Female,Single,Finance,Manager,5,4048.0,42,28,8,6,,2.0,1,89,Yes,6,55,7,3,3,2,18,4,No
22,Female,Single,Finance,Manager,5,15305.0,29,24,8,8,3.0,2.0,3,25,No,6,33,3,2,1,4,47,4,No
48,Female,Single,HR,Analyst,5,14760.0,65,2,12,6,3.0,,1,29,Yes,9,44,11,3,2,2,5,4,No
30,Female,Married,Sales,Assistant,1,12152.0,40,17,12,8,1.0,1.0,4,61,No,6,40,15,1,3,2,29,3,No
52,Female,Single,IT,Executive,4,17083.0,49,4,12,0,,5.0,2,9,Yes,4,41,18,1,2,3,32,1,Yes
57,Female,Divorced,Sales,Executive,1,18508.0,94,23,3,3,,1.0,1,90,No,9,53,6,4,1,2,35,1,No
30,Female,Divorced,Sales,Analyst,2,18685.0,29,16,7,0,2.0,2.0,4,8,Yes,4,36,18,1,1,2,9,3,No
46,Female,Single,HR,Executive,3,15308.0,19,2,6,5,3.0,,4,89,Yes,3,40,16,1,3,3,11,1,Yes
52,Female,Married,Marketing,Assistant,4,,60,27,13,1,4.0,1.0,2,67,No,3,30,2,4,3,1,18,3,No
40,Male,Married,HR,Analyst,4,12363.0,38,19,13,9,2.0,3.0,4,4,Yes,1,57,3,4,4,4,31,2,Yes
58,Male,Married,Marketing,Analyst,3,13877.0,16,28,14,8,4.0,5.0,3,15,No,8,31,4,1,4,2,36,4,No
50,Male,Divorced,IT,Assistant,2,5984.0,73,6,13,3,3.0,,2,76,No,4,51,10,1,2,4,1,3,Yes
57,Female,Married,Marketing,Executive,5,11927.0,50,2,11,3,4.0,2.0,2,1,No,5,52,5,1,2,2,30,3,No
21,Male,Married,HR,Assistant,3,11116.0,59,9,8,5,2.0,3.0,2,17,No,2,46,19,4,4,3,8,1,No
46,Female,Single,HR,Executive,5,11824.0,90,6,3,4,1.0,2.0,1,90,Yes,6,38,11,2,1,4,26,2,No
55,Female,Married,Sales,Executive,3,11478.0,51,6,14,5,3.0,1.0,4,36,No,1,42,15,2,4,1,38,2,No
30,Male,Married,HR,Executive,1,16155.0,71,28,11,8,3.0,2.0,4,48,No,9,50,14,3,4,2,16,1,No
37,Female,Married,HR,Assistant,2,9094.0,99,8,9,5,2.0,1.0,4,8,No,7,36,18,3,2,2,2,3,Yes
20,Male,Single,Finance,Assistant,2,,26,1,5,5,4.0,1.0,1,65,Yes,1,58,9,3,3,2,32,1,No
54,Female,Single,Finance,Manager,3,17702.0,49,16,2,3,2.0,,1,29,Yes,6,48,13,1,2,1,47,3,No
54,Female,Married,,Assistant,2,,36,10,4,6,1.0,5.0,2,54,Yes,1,58,10,4,3,3,29,4,Yes
50,Male,Divorced,Marketing,Analyst,5,,86,19,7,3,2.0,5.0,1,17,No,8,53,18,4,1,2,1,4,No
47,Male,Divorced,Marketing,Analyst,2,,41,18,1,4,1.0,5.0,1,39,Yes,8,52,0,3,4,2,4,4,No
58,Male,Single,Finance,Analyst,2,4911.0,21,16,1,3,3.0,3.0,2,37,Yes,9,33,1,4,1,3,29,4,No
20,Male,Married,IT,Analyst,2,7512.0,17,1,12,8,2.0,,2,12,Yes,6,46,1,4,4,1,32,1,No
44,Male,Divorced,Finance,Manager,4,13849.0,18,27,9,5,2.0,4.0,1,87,No,7,57,12,3,1,1,29,1,No
57,Male,Married,IT,Assistant,3,6989.0,22,28,3,9,3.0,1.0,1,25,Yes,8,37,7,4,3,3,37,4,No
39,Female,Single,Marketing,Assistant,1,17038.0,59,15,1,5,1.0,,4,30,Yes,6,48,9,4,4,2,41,4,No
22,Female,Divorced,Finance,Executive,1,,91,16,13,4,1.0,3.0,4,54,Yes,3,56,8,2,4,2,4,2,No
21,Female,Single,HR,Assistant,4,11453.0,87,11,7,8,4.0,4.0,1,63,No,6,42,11,1,1,1,5,1,No
37,Female,Married,IT,Executive,4,12686.0,34,6,13,4,2.0,1.0,3,74,Yes,5,30,5,1,3,1,16,2,No
29,Male,Single,IT,Executive,1,3331.0,98,14,7,7,4.0,5.0,1,7,Yes,2,32,2,2,1,4,28,2,Yes
24,Female,Single,IT,Analyst,5,18300.0,19,16,14,5,3.0,,4,95,Yes,8,47,15,2,3,2,19,4,No
28,Female,Single,Marketing,Manager,1,7356.0,60,4,14,5,,3.0,2,88,Yes,7,46,1,3,1,3,42,2,No
21,Male,Single,,Manager,1,5819.0,83,22,2,2,1.0,1.0,1,84,Yes,7,48,8,3,2,1,12,3,No
53,Female,Divorced,HR,Assistant,3,7542.0,49,8,13,8,1.0,2.0,3,30,Yes,2,35,12,4,3,1,13,1,Yes
57,Male,Married,Finance,Executive,1,16527.0,79,23,8,9,1.0,3.0,3,82,No,7,48,7,1,2,3,48,4,No
50,Male,Divorced,IT,Analyst,1,7868.0,29,28,12,2,3.0,,3,13,Yes,8,33,19,3,1,1,36,2,No
29,Male,Married,,Executive,2,11124.0,31,19,12,8,,3.0,4,56,Yes,1,51,0,1,3,2,21,1,No
31,Female,Married,IT,Analyst,4,9622.0,90,19,13,1,,,1,87,Yes,8,34,19,2,1,1,20,2,No
55,Male,Married,Finance,Executive,1,9583.0,60,22,3,7,3.0,3.0,2,77,No,8,53,17,2,4,4,37,4,No
40,Female,Married,HR,Assistant,1,15487.0,75,1,13,6,3.0,3.0,2,75,Yes,7,59,16,4,2,4,20,2,No
25,Female,Married,IT,Assistant,5,15955.0,57,3,3,2,4.0,5.0,1,15,No,1,55,15,3,3,1,19,2,No
22,Female,Divorced,Marketing,Executive,1,3293.0,93,8,14,6,2.0,1.0,1,94,No,3,43,14,3,2,2,30,2,No
29,Male,Married,Marketing,Manager,3,8816.0,92,13,12,7,4.0,4.0,1,29,Yes,2,41,12,1,1,3,16,1,No
24,Male,Single,Sales,Analyst,5,11484.0,36,19,5,3,1.0,2.0,1,21,Yes,4,50,4,1,1,4,4,3,Yes
45,Male,Divorced,Marketing,Manager,1,3508.0,23,1,14,8,1.0,3.0,2,49,Yes,5,30,5,3,3,2,11,4,Yes
40,Female,Divorced,Sales,Manager,3,,61,29,2,7,2.0,5.0,3,98,No,6,31,13,1,2,1,13,4,No
45,Female,Married,HR,Executive,4,,99,13,4,9,2.0,4.0,3,16,No,7,48,16,3,4,4,22,4,No
57,Male,Single,Finance,Analyst,1,13810.0,17,10,2,1,,,2,38,No,4,31,19,2,3,3,19,1,Yes
45,Female,Single,Sales,Analyst,4,18712.0,66,29,12,5,2.0,,4,87,No,9,59,17,4,4,2,29,2,Yes
27,Male,Married,IT,Assistant,1,,45,16,9,0,2.0,,4,41,Yes,9,36,1,2,2,2,11,1,No
24,Male,Married,IT,Executive,5,3740.0,27,28,6,0,,4.0,4,89,Yes,5,54,10,1,3,1,9,1,Yes
34,Female,Single,Finance,Executive,5,8605.0,16,9,1,9,2.0,2.0,1,22,No,7,32,1,3,1,2,35,3,No
35,Female,Divorced,Marketing,Executive,3,4434.0,92,2,9,0,3.0,3.0,4,68,No,7,37,8,4,1,2,30,1,No
20,Male,Divorced,IT,Assistant,2,8542.0,21,23,8,6,4.0,,4,63,No,8,55,15,3,2,3,21,2,No
35,Female,Married,Sales,Assistant,3,18598.0,43,8,2,6,4.0,4.0,1,8,Yes,2,57,7,3,4,1,1,2,No
56,Male,Divorced,Finance,Analyst,1,3175.0,18,3,3,0,,3.0,2,97,No,8,55,2,3,2,4,4,3,No
22,Male,Divorced,IT,Assistant,4,13517.0,18,29,7,4,2.0,3.0,4,7,No,5,48,17,2,2,3,27,1,No
50,Female,Single,Marketing,Executive,4,16654.0,35,23,4,4,4.0,2.0,2,63,No,1,41,14,4,3,4,49,2,No
32,Male,Divorced,Marketing,Executive,1,12512.0,59,26,8,5,3.0,5.0,3,39,Yes,7,33,1,1,3,4,47,4,No
35,Female,Single,,Manager,2,18639.0,42,20,1,3,2.0,4.0,2,14,No,3,45,16,3,2,2,17,2,No
40,Male,Married,,Assistant,2,5471.0,22,2,10,1,2.0,2.0,1,89,No,8,33,1,2,4,1,43,4,No
21,Female,Married,HR,Executive,2,3208.0,56,4,4,3,2.0,2.0,2,88,Yes,1,30,0,3,2,4,47,3,No
46,Female,Single,IT,Executive,1,16905.0,31,16,1,4,4.0,3.0,2,81,No,2,55,13,1,2,2,13,4,No
57,Male,Single,Marketing,Analyst,5,3247.0,23,8,7,2,,3.0,4,11,Yes,1,30,7,1,2,1,41,4,No
45,Female,Married,HR,Assistant,5,5894.0,75,15,9,1,4.0,3.0,2,15,No,5,34,1,3,1,2,40,3,No
57,Female,Single,Finance,Executive,1,,98,16,1,5,2.0,1.0,1,27,No,8,57,10,4,2,1,27,2,Yes
44,Male,Married,Marketing,Analyst,5,3789.0,83,18,8,9,4.0,,1,59,No,6,51,4,1,1,1,42,1,Yes
30,Female,Married,Finance,Manager,2,7080.0,55,22,10,3,,4.0,3,27,Yes,4,36,5,4,4,2,32,1,No
27,Male,Married,IT,Manager,5,4117.0,43,10,11,6,2.0,5.0,2,23,No,8,35,6,3,4,2,43,2,No
27,Female,Married,Finance,Analyst,1,,90,19,6,5,3.0,1.0,1,2,Yes,6,40,2,3,4,4,10,1,No
52,Male,Married,Marketing,Assistant,5,16550.0,68,14,6,7,4.0,5.0,3,22,Yes,6,33,11,2,2,1,37,2,No
26,Male,Married,IT,Executive,5,17863.0,46,19,8,4,4.0,5.0,4,81,No,5,40,2,1,1,1,7,2,Yes
57,Male,Divorced,Marketing,Assistant,5,8786.0,79,22,1,5,2.0,1.0,4,97,No,8,43,13,1,2,4,11,1,No
40,Male,Divorced,Marketing,Analyst,5,9320.0,57,14,9,8,3.0,1.0,1,89,Yes,4,52,9,3,4,1,41,3,No
27,Female,Married,HR,Executive,1,19681.0,83,3,11,4,4.0,1.0,4,49,No,3,58,6,1,3,1,48,1,No
40,Male,Divorced,Sales,Executive,3,12189.0,90,14,6,8,3.0,5.0,3,60,Yes,5,55,0,2,3,3,15,2,No
39,Female,Single,Finance,Executive,5,14036.0,94,2,3,2,4.0,4.0,4,2,No,9,34,11,3,2,3,1,1,Yes
27,Male,Single,Finance,Assistant,3,14393.0,30,29,13,8,3.0,5.0,2,33,Yes,7,52,7,2,3,4,17,3,No
50,Female,Married,,Assistant,1,17698.0,35,2,1,1,4.0,2.0,3,28,Yes,6,56,0,4,4,2,2,3,No
48,Male,Divorced,Finance,Analyst,4,,47,3,14,7,,3.0,2,85,Yes,6,30,18,4,1,2,40,4,Yes
28,Female,Single,HR,Manager,3,10959.0,40,2,4,0,3.0,4.0,2,90,Yes,5,44,15,3,3,2,29,1,Yes
34,Female,Single,Finance,Analyst,1,6558.0,17,29,5,8,1.0,2.0,2,44,Yes,9,57,15,1,1,4,48,1,Yes
49,Male,Single,Finance,Executive,4,12105.0,37,6,4,6,1.0,4.0,4,91,No,8,43,4,2,3,4,1,1,No
45,Male,Single,Marketing,Analyst,5,,68,4,11,9,2.0,2.0,2,23,Yes,2,32,12,3,2,1,39,2,No
29,Male,Divorced,HR,Manager,1,4004.0,98,1,7,0,2.0,,3,83,Yes,9,45,7,4,1,4,41,1,No
48,Female,Single,Finance,Analyst,2,5593.0,61,3,6,0,,3.0,3,36,No,5,30,18,4,4,1,5,1,No
35,Female,Single,Sales,Manager,4,,50,16,13,7,4.0,4.0,1,33,Yes,1,50,10,4,4,4,43,4,No
55,Female,Single,HR,Manager,2,18771.0,49,15,10,8,,5.0,3,90,Yes,8,53,19,4,4,2,47,1,No
39,Female,Married,HR,Executive,5,8063.0,57,26,5,1,1.0,2.0,2,48,Yes,7,56,13,1,3,3,49,1,No
56,Male,Single,,Manager,5,16071.0,47,29,13,2,3.0,3.0,1,79,No,1,50,19,4,4,4,17,2,No
41,Male,Single,Marketing,Assistant,3,12113.0,19,11,3,1,3.0,2.0,3,20,No,4,57,5,1,4,4,17,2,Yes
26,Male,Divorced,HR,Analyst,5,16760.0,18,19,9,0,,1.0,2,14,Yes,8,57,11,2,3,3,30,1,No
42,Male,Single,,Analyst,3,12912.0,72,4,3,1,3.0,5.0,1,12,No,8,43,15,4,1,4,39,4,No
59,Female,Single,,Assistant,4,11094.0,66,22,3,7,3.0,,3,15,Yes,6,38,9,3,2,1,11,2,Yes
48,Female,Single,IT,Assistant,2,9170.0,86,1,3,1,2.0,4.0,1,60,No,5,59,10,1,4,2,43,4,Yes
35,Male,Married,Marketing,Executive,4,12707.0,89,2,12,8,3.0,2.0,4,28,No,8,59,18,1,4,2,35,3,No
57,Female,Divorced,Finance,Analyst,2,10984.0,64,10,14,0,2.0,2.0,3,56,No,9,38,15,4,4,1,20,1,No
47,Male,Divorced,HR,Assistant,1,,41,3,8,5,1.0,3.0,3,35,No,6,37,8,4,2,3,12,3,No
57,Female,Married,,Executive,4,13501.0,24,21,2,5,1.0,1.0,1,43,No,6,57,11,4,2,3,40,2,Yes
50,Female,Married,Marketing,Analyst,1,7742.0,76,27,4,5,4.0,1.0,1,14,No,4,55,2,1,2,2,6,3,No
33,Female,Divorced,,Analyst,2,13928.0,34,28,13,6,3.0,2.0,1,10,No,4,49,13,3,1,3,3,4,No
52,Female,Single,IT,Assistant,3,18658.0,46,23,8,0,4.0,3.0,2,10,No,2,40,13,3,3,2,6,4,No
28,Female,Divorced,,Manager,4,,62,17,11,8,3.0,5.0,4,27,Yes,3,51,18,4,4,1,41,4,Yes
46,Female,Married,Marketing,Manager,4,4502.0,63,12,14,4,4.0,,2,80,Yes,4,34,19,4,3,3,49,1,No
43,Male,Single,Marketing,Assistant,3,4636.0,96,29,1,7,4.0,5.0,1,64,No,2,33,19,2,3,1,42,4,No
32,Female,Divorced,Sales,Manager,3,4809.0,40,2,3,1,2.0,1.0,4,83,Yes,8,51,9,4,4,3,37,4,No
45,Male,Single,Marketing,Analyst,5,11458.0,49,13,4,4,2.0,1.0,3,58,No,7,56,6,2,4,1,22,2,Yes
48,Male,Single,HR,Executive,5,5821.0,42,4,6,6,3.0,2.0,1,51,Yes,3,40,13,3,3,4,2,2,No
47,Male,Married,,Executive,2,6945.0,79,15,2,2,1.0,1.0,2,98,Yes,5,37,8,4,1,2,21,2,No
47,Male,Divorced,HR,Assistant,4,,40,26,7,6,4.0,3.0,4,58,Yes,5,56,0,3,4,2,9,2,Yes
27,Male,Married,Marketing,Executive,3,19097.0,72,17,12,6,4.0,5.0,1,13,No,2,34,0,3,4,3,38,4,No
42,Male,Divorced,Finance,Assistant,3,15383.0,20,11,3,9,3.0,2.0,4,34,Yes,6,40,15,4,4,3,38,2,No
48,Female,Divorced,Finance,Manager,1,5026.0,64,1,14,1,1.0,3.0,1,2,Yes,5,59,3,3,2,1,17,2,No
24,Female,Single,IT,Analyst,5,19438.0,63,27,8,7,,3.0,2,63,No,4,42,10,4,3,1,3,1,No
26,Female,Single,Finance,Manager,1,10474.0,72,25,2,8,4.0,4.0,3,94,Yes,7,54,10,1,1,2,35,1,No
55,Male,Single,Sales,Assistant,3,12832.0,60,22,9,5,3.0,1.0,4,38,No,1,54,4,2,1,1,19,4,No
46,Male,Married,IT,Analyst,4,4814.0,95,2,4,5,3.0,1.0,3,95,No,8,51,18,1,4,3,28,4,No
21,Male,Single,Finance,Analyst,4,13541.0,35,10,14,7,4.0,3.0,2,70,No,2,57,4,1,4,3,20,3,Yes
44,Female,Married,HR,Analyst,1,15507.0,39,7,8,4,1.0,2.0,2,66,No,7,59,9,4,2,3,5,1,No
28,Female,Single,,Manager,5,10147.0,77,26,4,0,2.0,3.0,1,88,No,2,37,15,4,4,4,24,2,No
46,Female,Married,Finance,Analyst,2,15715.0,97,22,6,9,2.0,3.0,3,93,Yes,4,42,9,3,4,3,10,3,No
20,Male,Divorced,HR,Manager,4,7236.0,80,11,8,8,2.0,1.0,3,92,No,5,45,5,2,3,1,31,2,No
42,Male,Married,,Manager,2,17255.0,49,22,5,2,4.0,5.0,2,16,Yes,7,30,0,4,3,3,46,4,No
29,Male,Married,Marketing,Analyst,5,17861.0,94,24,6,6,,,3,20,No,7,48,17,1,2,3,48,4,No
44,Female,Married,Finance,Assistant,1,7253.0,94,26,2,5,1.0,4.0,4,15,Yes,2,37,16,3,1,2,22,1,No
22,Male,Divorced,IT,Analyst,5,19488.0,47,29,4,3,2.0,4.0,2,49,No,6,46,17,1,4,4,23,3,Yes
25,Male,Married,Finance,Analyst,3,18225.0,64,19,5,6,3.0,2.0,3,24,Yes,9,55,2,4,4,1,41,2,No
25,Male,Divorced,IT,Manager,5,10861.0,38,10,1,8,3.0,,4,41,No,2,48,18,3,1,3,23,3,No
21,Male,Single,Finance,Analyst,1,4208.0,37,2,7,3,4.0,,3,86,Yes,4,50,8,1,2,3,32,1,No
37,Female,Single,HR,Assistant,1,16528.0,95,14,6,5,3.0,5.0,2,92,Yes,8,39,13,3,3,1,9,4,No
42,Female,Divorced,Sales,Analyst,5,16342.0,51,25,4,2,1.0,1.0,1,6,No,7,54,6,2,4,2,25,1,No
21,Male,Married,HR,Assistant,1,15566.0,77,21,4,2,1.0,1.0,1,3,Yes,7,50,8,3,1,1,29,4,No
31,Male,Single,Marketing,Executive,3,5995.0,70,29,3,6,4.0,3.0,4,59,Yes,7,45,6,3,1,1,47,3,No
41,Female,Married,Finance,Executive,2,,77,22,12,8,3.0,3.0,4,66,Yes,2,30,16,2,2,4,25,3,No
56,Female,Married,Sales,Executive,5,7320.0,33,27,1,4,1.0,4.0,3,45,No,4,40,3,4,4,2,14,4,No
39,Male,Divorced,Sales,Analyst,1,4906.0,35,7,6,2,,,1,60,Yes,1,30,3,2,3,3,4,3,No
58,Female,Single,Marketing,Manager,2,14440.0,53,13,5,5,3.0,1.0,3,69,Yes,1,59,6,4,1,1,42,1,No
43,Female,Divorced,Marketing,Assistant,3,7179.0,97,2,6,7,2.0,,1,0,No,8,38,12,2,2,4,5,3,No
39,Male,Divorced,Sales,Executive,5,5139.0,86,27,10,3,4.0,2.0,1,98,Yes,9,50,10,3,1,4,14,3,Yes
20,Female,Divorced,Marketing,Assistant,1,19391.0,40,6,1,6,2.0,2.0,3,30,Yes,7,49,18,1,3,3,1,2,No
20,Female,Divorced,Marketing,Manager,2,,65,28,2,6,4.0,4.0,4,72,No,3,48,7,2,3,2,30,4,No
36,Female,Married,Finance,Assistant,3,6645.0,74,1,7,4,3.0,1.0,1,99,No,1,54,13,4,1,3,27,1,No
20,Female,Single,HR,Assistant,4,12846.0,96,25,9,9,,1.0,4,90,Yes,7,50,5,3,4,4,21,3,No
49,Male,Single,IT,Executive,1,11670.0,92,28,6,1,1.0,2.0,4,30,Yes,3,32,10,3,1,4,27,4,Yes
22,Female,Single,,Assistant,3,15395.0,96,22,6,3,2.0,,2,36,No,5,49,6,2,1,4,39,2,No
30,Female,Married,IT,Executive,2,15119.0,20,11,5,4,3.0,3.0,4,90,Yes,3,39,15,3,2,4,11,2,No
43,Male,Married,Sales,Manager,5,14889.0,21,7,11,2,2.0,,1,13,No,6,32,8,3,3,1,42,4,No
41,Female,Divorced,,Executive,2,5014.0,74,28,5,3,,,3,87,No,1,52,4,1,1,2,45,3,No
45,Male,Divorced,HR,Assistant,5,18762.0,75,5,6,4,4.0,2.0,1,66,No,5,51,4,4,4,3,1,1,Yes
32,Male,Divorced,Sales,Manager,3,10525.0,19,18,2,0,,,2,39,No,1,31,13,2,1,3,37,2,Yes
20,Female,Divorced,,Analyst,3,12364.0,22,20,10,2,4.0,4.0,2,8,Yes,6,39,18,4,4,3,38,4,Yes
43,Female,Single,HR,Analyst,2,8476.0,47,12,6,8,4.0,1.0,4,44,Yes,2,35,4,2,4,1,27,2,No
29,Female,Divorced,Marketing,Manager,2,,71,21,4,8,4.0,,1,22,Yes,7,43,12,3,3,3,4,1,No
54,Female,Married,,Manager,5,13293.0,26,27,14,8,1.0,2.0,4,21,No,8,56,18,1,4,2,2,2,No
43,Female,Married,Sales,Assistant,1,11128.0,51,26,3,8,2.0,1.0,3,30,No,4,43,18,1,1,1,2,3,No
47,Male,Married,HR,Analyst,2,8789.0,29,18,13,8,4.0,,4,49,Yes,8,58,0,2,1,2,13,3,Yes
55,Female,Divorced,Sales,Manager,1,18084.0,31,9,7,3,2.0,4.0,2,62,Yes,6,49,5,3,2,4,45,1,No
35,Male,Single,HR,Analyst,1,11618.0,51,2,14,6,3.0,3.0,2,58,Yes,7,55,11,4,4,2,30,2,Yes
59,Female,Single,IT,Analyst,1,4315.0,65,18,5,0,2.0,4.0,4,82,Yes,6,34,18,1,3,2,32,2,Yes
35,Male,Divorced,Finance,Assistant,3,9489.0,43,2,10,4,2.0,2.0,4,31,No,9,35,18,4,4,1,33,2,No
36,Female,Divorced,Marketing,Manager,3,11702.0,17,2,3,1,1.0,2.0,4,61,No,8,38,13,2,2,1,21,2,Yes
34,Female,Married,Finance,Executive,1,,89,21,8,9,1.0,1.0,3,11,Yes,8,33,6,1,2,2,5,2,No
35,Female,Married,HR,Manager,1,8865.0,40,14,5,3,2.0,,2,5,Yes,1,35,16,1,2,2,46,1,No
